Species,Gregariousness,Water.Column,Activity,Diet,Habitat,TrophicLevel,BodySize
Thalassoma grammaticum,2,2,Day,Planktivore,coral,3,4
Thalassoma hardwicke,2,2,Day,Invertivore,coral,4,3
Thalassoma hebraicum,2,2,Day,Planktivore,coral,3,3
Thalassoma heiseri,2,2,Day,Planktivore,coral,3,2
Thalassoma jansenii,2,2,Day,Invertivore,coral,3,3
Thalassoma lucasanum,2,2,Day,Planktivore,coral,3,2
Thalassoma lunare,2,2,Day,Invertivore,coral,3,3
Thalassoma lutescens,2,2,Day,Invertivore,coral,3,3
Thalassoma nigrofasciatum,2,2,Day,Planktivore,coral,3,3
Thalassoma pavo,2,2,Day,Planktivore,rock,3,3
Thalassoma purpureum,2,2,Day,Invertivore,coral,4,4
Thalassoma quinquevittatum,2,2,Day,Planktivore,coral,4,3
Thalassoma rueppellii,2,2,Day,Planktivore,coral,3,3
Thalassoma septemfasciatum,2,2,Day,Planktivore,rock,3,4
Thalassoma trilobatum,2,2,Day,Invertivore,coral,4,3
Thamnaconus analis,2,2,Day,Omnivore,coral,3,3
Thorogobius ephippiatus,1,1,Day,Invertivore,sand,2,2
Chironemus maculosus,1,1,Day,Invertivore,rock,3,4
Thunnus albacares,3,4,Day,Piscivore,water column,5,6
Thyrsites atun,3,4,Day,Piscivore,water column,4,6
Tilodon sexfasciatus,2,3,Day,Invertivore,rock,3,4
Torquigener pleurogramma,1,2,Day,Invertivore,sand,3,3
Torquigener squamicauda,1,2,Day,Invertivore,sand,3,2
Trachichthys australis,2,2,Night,Planktivore,rock,4,3
Trachinops brauni,3,2,Day,Invertivore,rock,4,2
Trachinops caudimaculatus,3,2,Day,Invertivore,rock,4,2
Trachinops noarlungae,3,2,Day,Invertivore,rock,4,2
Trachinops taeniatus,3,2,Day,Invertivore,rock,4,2
Trachinotus anak,1,2,Day,Invertivore,sand,4,6
Trachinotus baillonii,2,4,Day,Invertivore,water column,4,5
Trachinotus blochii,3,4,Day,Invertivore,water column,4,6
Trachinotus ovatus,3,4,Day,Invertivore,water column,4,5
Trachinotus rhodopus,3,4,Day,Invertivore,water column,4,5
Trachinotus stilbe,3,4,Day,Invertivore,water column,4,4
Trachinus draco,1,1,Day,Piscivore,sand,5,5
Trachurus declivis,3,4,Day,Piscivore,water column,4,5
Trachurus japonicus,3,4,Day,Piscivore,water column,3,4
Trachurus novaezelandiae,3,4,Day,Piscivore,water column,3,4
Trachurus symmetricus,1,1,Day,Planktivore,rock,4,6
Trachurus trachurus,3,4,Day,Piscivore,water column,4,5
Trachypoma macracanthus,1,1,Day,Piscivore,coral,3,3
Tragulichthys jaculiferus,1,2,Day,Invertivore,coral,3,3
Trianectes bucephalus,1,1,Day,Invertivore,rock,3,1
Tridentiger trigonocephalus,1,1,Day,Invertivore,sand,3,2
Trimma anaima,1,1,Day,Grazer,coral,3,1
Trimma benjamini,1,1,Day,Invertivore,coral,2,1
Trimma caesiura,1,1,Day,Invertivore,coral,2,1
Trimma cana,1,1,Day,Grazer,coral,2,1
Trimma lantana,1,1,Day,Invertivore,coral,2,1
Trimma okinawae,1,1,Day,Invertivore,coral,2,1
Trimma striatum,1,1,Day,Invertivore,coral,2,1
Trimma taylori,1,1,Day,Invertivore,coral,3,1
Trimma tevegae,1,1,Day,Invertivore,coral,3,1
Trinorfolkia clarkei,1,1,Day,Invertivore,rock,3,2
Trinorfolkia cristata,1,1,Day,Invertivore,rock,3,1
Tripterygion delaisi,1,1,Day,Invertivore,rock,3,2
Trisopterus luscus,1,1,Day,Piscivore,rock,4,4
Trisopterus minutus,2,2,Night,Invertivore,rock,4,4
Ucla xenogrammus,1,1,Day,Invertivore,coral,3,1
Ulua mentalis,3,4,Day,Piscivore,water column,4,6
Upeneichthys lineatus,2,2,Day,Invertivore,sand,3,4
Upeneichthys vlamingii,2,2,Day,Invertivore,sand,3,4
Upeneus moluccensis,2,2,Day,Invertivore,sand,4,3
Upeneus tragula,2,2,Day,Invertivore,sand,4,3
Uraspis helvola,3,4,Day,Planktivore,water column,4,5
Uropterygius nagoensis,1,1,Night,Piscivore,coral,4,5
Valenciennea alleni,2,1,Day,Invertivore,sand,2,2
Valenciennea decora,1,1,Day,Invertivore,sand,3,3
Valenciennea helsdingenii,2,1,Day,Invertivore,sand,3,3
Valenciennea immaculata,2,1,Day,Invertivore,sand,3,2
Valenciennea longipinnis,2,1,Day,Invertivore,sand,3,3
Valenciennea muralis,2,1,Day,Invertivore,sand,3,3
Valenciennea parva,1,1,Day,Invertivore,sand,3,3
Valenciennea puellaris,2,1,Day,Invertivore,sand,3,3
Valenciennea randalli,2,1,Day,Invertivore,sand,3,3
Valenciennea sexguttata,2,1,Day,Invertivore,sand,3,2
Valenciennea strigata,2,1,Day,Invertivore,sand,4,3
Variola albimarginata,1,2,Day,Piscivore,coral,5,5
Variola louti,1,2,Day,Piscivore,coral,5,6
Vincentia conspersa,1,3,Night,Invertivore,rock,4,2
Vincentia novaehollandiae,1,3,Night,Invertivore,rock,3,2
Xanthichthys mento,1,2,Day,Planktivore,coral,4,3
Xenocys jessiae,3,3,Night,Planktivore,rock,3,3
Xyrichtys novacula,1,2,Day,Invertivore,sand,3,4
Xyrichtys splendens,1,1,Day,Invertivore,sand,3,3
Zabidius novemaculeatus,2,2,Day,Invertivore,coral,3,4
Zanclistius elevatus,2,2,Day,Invertivore,rock,3,4
Zanclus cornutus,2,2,Day,Invertivore,coral,2,3
Zebrasoma desjardinii,1,2,Day,Grazer,coral,1,4
Zebrasoma flavescens,2,2,Day,Grazer,coral,1,3
Zebrasoma rostratum,1,2,Day,Grazer,coral,1,3
Zebrasoma scopas,1,2,Day,Grazer,coral,1,4
Zebrasoma velifer,1,2,Day,Grazer,coral,1,4
Zebrasoma xanthurum,1,2,Day,Grazer,coral,1,3
Zeugopterus regius,1,1,Night,Invertivore,sand,3,3
Zeus faber,1,2,Night,Piscivore,rock,5,6
Zoarchias veneficus,1,1,Day,Invertivore,rock,3,1
Zoramia fragilis,2,2,Night,Invertivore,coral,3,1
Zoramia leptacantha,3,3,Night,Invertivore,coral,3,1
Zoramia viridiventer,3,3,Night,Invertivore,coral,3,1
Similiparma lurida,3,2,Day,Planktivore,rock,3,2
Acanthurus tractus,2,1,Day,Grazer,coral,1,4
Aetobatus narinari,1,2,Day,Invertivore,coral,3,6
Aetobatus ocellatus,1,2,Day,Invertivore,coral,3,6
Ostorhinchus capricornis,2,3,Night,Invertivore,coral,3,1
Ostorhinchus doederleini,2,3,Night,Invertivore,coral,4,2
Ostorhinchus flavus,2,3,Night,Invertivore,coral,4,2
Ostorhinchus limenus,2,3,Night,Invertivore,rock,4,2
Ostorhinchus notatus,2,3,Night,Invertivore,rock,3,2
Ostorhinchus urostigmus,2,3,Night,Invertivore,coral,4,2
Ostorhinchus victoriae,2,3,Night,Invertivore,rock,3,2
Aptychotrema rostrata,1,1,Night,Invertivore,sand,4,6
Taeniamia macroptera,3,1,Night,Planktivore,coral,3,2
Arripis georgiana,3,4,Day,Piscivore,water column,5,4
Asymbolus analis,1,1,Night,Invertivore,rock,5,6
Aulohalaelurus labiosus,1,1,Night,Piscivore,rock,4,5
Brachaelurus waddi,1,1,Day,Piscivore,rock,4,6
Caranx bartholomaei,3,4,Day,Piscivore,water column,5,6
Carcharhinus albimarginatus,1,4,Day,Piscivore,coral,5,6
Carcharhinus amblyrhynchos,1,4,Day,Piscivore,coral,5,6
Carcharhinus brachyurus,1,2,Day,Piscivore,rock,5,6
Carcharhinus galapagensis,1,4,Day,Piscivore,water column,5,6
Carcharhinus melanopterus,1,4,Day,Piscivore,coral,4,6
Carcharhinus obscurus,1,4,Day,Piscivore,water column,5,6
Carcharhinus perezii,1,4,Day,Piscivore,coral,5,6
Carcharias taurus,2,2,Day,Piscivore,rock,5,6
Symphodus trutta,1,2,Day,Invertivore,rock,3,3
Cephaloscyllium laticeps,1,1,Night,Piscivore,rock,5,6
Morwong ephippium,1,2,Day,Invertivore,coral,3,5
Goniistius francisi,1,2,Day,Invertivore,coral,3,4
Morwong fuscus,2,2,Day,Invertivore,rock,3,5
Goniistius gibbosus,1,2,Day,Invertivore,rock,3,4
Pseudogoniistius nigripes,1,2,Day,Invertivore,rock,3,4
Goniistius rubrolabiatus,1,2,Day,Invertivore,rock,2,5
Chirodactylus spectabilis,1,2,Day,Invertivore,rock,2,6
Goniistius vestitus,1,2,Day,Invertivore,rock,2,4
Chiloscyllium punctatum,1,1,Day,Piscivore,rock,5,6
Chrysiptera caesifrons,2,2,Day,Grazer,coral,1,1
Hypanus americanus,1,1,Day,Invertivore,sand,3,6
Dasyatis brevis,1,1,Day,Invertivore,sand,4,6
Bathytoshia centroura,1,1,Day,Invertivore,sand,4,6
Hypanus longus,1,1,Day,Invertivore,sand,3,6
Bathytoshia lata,1,1,Day,Invertivore,coral,3,6
Dentiraja lemprieri,1,2,Night,Piscivore,sand,3,5
Diplodus argenteus,2,2,Day,Invertivore,rock,2,4
Diplodus cervinus,2,2,Day,Invertivore,rock,2,4
Diplodus sargus,2,2,Day,Invertivore,rock,2,4
Eucrossorhinus dasypogon,1,1,Night,Piscivore,coral,4,6
Galeocerdo cuvier,1,4,Day,Piscivore,water column,5,6
Ginglymostoma cirratum,1,1,Night,Piscivore,sand,4,6
Goniistius plessisi,1,2,Day,Invertivore,coral,2,4
Goniistius zebra,1,2,Day,Invertivore,rock,3,3
Goniistius zonatus,1,2,Day,Invertivore,rock,3,4
Haploblepharus edwardsii,1,1,Night,Invertivore,rock,4,5
Hemiscyllium ocellatum,1,1,Day,Invertivore,coral,3,6
Hemiscyllium trispeculare,1,1,Day,Invertivore,coral,3,5
Heterodontus francisci,1,1,Night,Invertivore,rock,3,6
Heterodontus galeatus,1,1,Night,Invertivore,rock,4,6
Heterodontus portusjacksoni,1,1,Night,Invertivore,rock,3,6
Heterodontus quoyi,1,1,Night,Invertivore,coral,3,6
Styracura schmardae,1,1,Day,Invertivore,sand,3,6
Hypnos monopterygius,1,1,Night,Invertivore,sand,4,5
Gobioclinus dendriticus,1,1,Day,Invertivore,rock,4,2
Chelon auratus,3,4,Day,Grazer,sand,1,5
Chelon ramada,1,1,Day,Grazer,sand,1,5
Chelon richardsonii,3,4,Day,Planktivore,sand,1,4
Mobula birostris,1,4,Day,Planktivore,water column,3,6
Mobula thurstoni,1,4,Day,Planktivore,water column,3,6
Monotaxis heterodon,2,2,Day,Invertivore,coral,4,5
Myliobatis aquila,1,2,Day,Invertivore,rock,4,6
Myliobatis australis,1,2,Day,Invertivore,sand,4,6
Myliobatis californica,1,2,Day,Invertivore,rock,3,6
Myliobatis tenuicaudatus,1,2,Day,Invertivore,rock,3,6
Nebrius ferrugineus,1,1,Night,Piscivore,coral,5,6
Negaprion acutidens,1,4,Day,Piscivore,coral,5,6
Neotrygon kuhlii,1,1,Day,Invertivore,sand,4,5
Neotrygon ningalooensis,1,1,Day,Invertivore,coral,4,5
Orectolobus halei,1,1,Night,Piscivore,rock,4,6
Orectolobus maculatus,1,1,Night,Piscivore,rock,5,6
Orectolobus ornatus,1,1,Night,Piscivore,rock,4,6
Orectolobus wardi,1,1,Night,Piscivore,coral,4,5
Ostorhinchus pallidofasciatus,2,3,Night,Invertivore,coral,3,1
Ostracion cubicum,1,2,Day,Invertivore,coral,3,4
Ostracion immaculatum,1,2,Day,Invertivore,coral,3,3
Ostracion solorense,1,2,Day,Invertivore,coral,3,2
Parascyllium ferrugineum,1,1,Day,Piscivore,rock,4,5
Parascyllium variolatum,1,1,Night,Piscivore,rock,4,6
Pastinachus ater,1,1,Day,Invertivore,sand,4,6
Pastinachus sephen,1,1,Day,Invertivore,sand,4,6
Patagonotothen brevicauda,1,1,Night,Invertivore,rock,3,3
Plectorhinchus caeruleonothus,1,2,Day,Invertivore,coral,4,6
Poroderma africanum,1,1,Night,Invertivore,rock,4,6
Verulux cypselurus,3,3,Night,Invertivore,coral,4,1
Lactophrys triqueter,1,2,Day,Invertivore,coral,3,4
Rhinoptera steindachneri,1,2,Day,Invertivore,sand,4,6
Scolopsis xenochrous,1,2,Day,Invertivore,coral,3,3
Kyphosus ocyurus,3,3,Day,Invertivore,coral,3,5
Sphyrna lewini,2,4,Day,Piscivore,water column,5,6
Spiniraja whitleyi,1,2,Night,Piscivore,sand,3,6
Stephanolepis hispida,1,2,Day,Omnivore,rock,1,3
Sutorectus tentaculatus,1,1,Night,Piscivore,rock,4,6
Centrolabrus melanocercus,2,2,Day,Invertivore,rock,2,2
Taeniamia fucata,3,3,Night,Planktivore,coral,3,2
Taeniamia leai,3,2,Night,Planktivore,coral,3,2
Taeniamia melasma,3,2,Night,Planktivore,coral,4,2
Taeniamia zosterophora,3,2,Night,Planktivore,coral,4,2
Taeniura grabata,1,1,Day,Invertivore,sand,4,6
Taeniura lymma,1,1,Day,Invertivore,sand,4,4
Taeniurops meyeni,1,1,Day,Piscivore,coral,5,6
Thysanophrys cirronasus,1,1,Night,Piscivore,rock,4,4
Triaenodon obesus,1,4,Day,Piscivore,coral,5,6
Trygonoptera imitata,1,1,Night,Invertivore,sand,3,5
Trygonoptera mucosa,1,1,Night,Invertivore,sand,3,5
Trygonoptera ovalis,1,1,Night,Invertivore,sand,3,5
Trygonoptera personata,1,1,Night,Invertivore,sand,3,4
Trygonoptera testacea,1,1,Night,Invertivore,sand,4,4
Trygonorrhina fasciata,1,1,Night,Invertivore,sand,4,6
Tylosurus crocodilus,2,4,Day,Piscivore,water column,5,6
Urobatis concentricus,1,1,Day,Invertivore,sand,3,4
Urobatis halleri,1,1,Night,Invertivore,sand,3,5
Urobatis jamaicensis,1,1,Night,Invertivore,sand,4,5
Urobatis tumbesensis,1,1,Night,Invertivore,sand,3,6
Urolophus cruciatus,1,1,Night,Invertivore,sand,3,4
Urolophus gigas,1,1,Night,Invertivore,sand,4,5
Urolophus kapalensis,1,1,Night,Invertivore,sand,4,4
Urolophus paucimaculatus,1,1,Night,Invertivore,sand,4,5
Abudefduf spp,3,2,Day,Planktivore,coral,2,3
Acanthurus spp,1,2,Day,Grazer,coral,1,4
Amanses spp,1,2,Day,Omnivore,coral,2,3
Amblyeleotris spp,2,1,Day,Invertivore,sand,3,2
Amblyglyphidodon spp,2,2,Day,Omnivore,coral,2,2
Amblygobius spp,1,1,Day,Omnivore,sand,2,2
Amphiprion spp,2,2,Day,Omnivore,coral,2,2
Anampses spp,2,2,Day,Invertivore,coral,3,3
Apogon spp,2,3,Night,Invertivore,coral,3,2
Arothron spp,1,2,Day,Invertivore,coral,3,4
Arripis spp,3,4,Day,Piscivore,water column,5,6
Asterropteryx spp,1,1,Day,Grazer,sand,3,1
Atherinomorus spp,3,4,Day,Invertivore,water column,3,3
Atractoscion spp,3,1,Night,Piscivore,rock,4,6
Axoclinus spp,1,1,Day,Invertivore,coral,2,1
Belone spp,2,4,Day,Piscivore,water column,5,6
Bryaninops spp,1,1,Day,Invertivore,coral,3,1
Caesio spp,3,3,Day,Planktivore,coral,3,4
Calotomus spp,2,2,Day,Microphage,coral,1,3
Cantherhines spp,1,2,Day,Invertivore,coral,2,3
Canthigaster spp,1,2,Day,Omnivore,coral,2,2
Carangoides spp,2,4,Day,Piscivore,water column,5,5
Caranx spp,3,4,Day,Piscivore,water column,5,6
Carcharhinus spp,1,4,Day,Piscivore,coral,5,6
Cephalopholis spp,1,2,Day,Piscivore,coral,5,4
Chaetodon spp,2,2,Day,Corallivore,coral,3,3
Cheilinus spp,1,2,Day,Invertivore,coral,3,4
Cheilodipterus spp,1,3,Night,Planktivore,coral,4,3
Choerodon spp,1,2,Day,Invertivore,coral,3,4
Chromis spp,3,2,Day,Planktivore,coral,2,2
Chrysiptera spp,2,2,Day,Omnivore,coral,2,2
Cirrhilabrus spp,2,2,Day,Invertivore,coral,3,2
Cirripectes spp,1,1,Day,Grazer,coral,1,2
Coris spp,1,2,Day,Invertivore,coral,3,3
Coryphopterus spp,1,1,Day,Omnivore,sand,2,1
Corythoichthys spp,1,1,Day,Planktivore,coral,3,3
Cryptocentrus spp,1,1,Day,Invertivore,sand,3,2
Ctenochaetus spp,2,2,Day,Grazer,coral,1,3
Ctenogobiops spp,1,1,Day,Invertivore,sand,3,2
Cymbacephalus spp,1,1,Night,Piscivore,sand,5,4
Decapterus spp,3,4,Day,Planktivore,water column,3,4
Diagramma spp,1,2,Night,Invertivore,coral,4,6
Dischistodus spp,2,2,Day,Grazer,coral,1,3
Ecsenius spp,1,1,Day,Grazer,coral,1,1
Elacatinus spp,1,1,Day,Invertivore,coral,3,1
Enneapterygius spp,1,1,Day,Invertivore,coral,2,1
Epinephelus spp,1,2,Day,Piscivore,coral,4,6
Eviota spp,1,1,Day,Invertivore,coral,3,1
Exyrias spp,1,1,Day,Invertivore,sand,2,2
Fistularia spp,1,2,Day,Piscivore,sand,5,6
Fusigobius spp,1,1,Day,Omnivore,sand,3,1
Gnatholepis spp,1,1,Day,Omnivore,sand,1,2
Gobiodon spp,2,1,Day,Invertivore,coral,3,1
Grammatorcynus spp,3,4,Day,Piscivore,water column,5,6
Gymnocranius spp,1,2,Day,Invertivore,sand,3,4
Gymnothorax spp,1,1,Night,Invertivore,coral,4,6
Haemulon spp,3,2,Night,Invertivore,coral,3,4
Halichoeres spp,1,2,Day,Invertivore,coral,3,2
Helcogramma spp,1,1,Day,Invertivore,coral,2,1
Heniochus spp,2,2,Day,Invertivore,coral,3,3
Heteroclinus spp,1,1,Day,Invertivore,rock,3,2
Hippocampus spp,1,1,Day,Invertivore,rock,3,4
Holocentrus spp,2,2,Night,Invertivore,coral,3,5
Hypoplectrodes spp,1,2,Day,Invertivore,rock,5,3
Hypoplectrus spp,1,2,Day,Invertivore,coral,4,2
Istigobius spp,1,1,Day,Omnivore,sand,3,2
Kyphosus spp,3,3,Day,Grazer,coral,1,5
Labracinus spp,1,1,Night,Invertivore,coral,4,3
Labrichthys spp,1,2,Day,Corallivore,coral,3,3
Labropsis spp,1,2,Day,Corallivore,coral,3,2
Lethrinus spp,1,2,Day,Invertivore,coral,4,5
Lutjanus spp,2,2,Day,Piscivore,coral,5,4
Luzonichthys spp,2,2,Day,Planktivore,coral,3,1
Macropharyngodon spp,2,2,Day,Invertivore,coral,3,2
Malacoctenus spp,1,1,Day,Invertivore,rock,3,1
Meiacanthus spp,1,1,Day,Invertivore,coral,3,2
Meuschenia spp,2,2,Day,Grazer,rock,2,4
Muraena spp,1,1,Night,Invertivore,coral,4,6
Myoxocephalus spp,1,1,Day,Invertivore,rock,4,5
Myripristis spp,2,2,Night,Planktivore,coral,3,3
Naso spp,3,2,Day,Grazer,coral,1,5
Nectamia spp,1,1,Night,Planktivore,coral,3,2
Neoglyphidodon spp,2,2,Day,Grazer,coral,2,2
Neoniphon spp,2,2,Night,Invertivore,coral,4,3
Neopomacentrus spp,3,2,Day,Planktivore,coral,3,2
Nesogobius spp,1,1,Day,Invertivore,sand,3,2
Opistognathus spp,1,1,Day,Planktivore,sand,3,2
Ostracion spp,1,2,Day,Invertivore,coral,3,3
Oxycheilinus spp,1,2,Day,Invertivore,coral,4,3
Paracentropyge spp,1,2,Day,Grazer,coral,2,2
Paracheilinus spp,1,1,Day,Planktivore,coral,3,1
Paracirrhites spp,1,1,Day,Invertivore,coral,4,3
Parapercis spp,1,1,Day,Invertivore,sand,3,3
Pareques spp,3,1,Night,Invertivore,coral,3,3
Parupeneus spp,2,2,Day,Invertivore,sand,3,4
Pempheris spp,3,2,Night,Invertivore,coral,3,3
Pentapodus spp,1,2,Day,Invertivore,coral,4,3
Pervagor spp,1,2,Day,Omnivore,coral,2,3
Petroscirtes spp,1,1,Day,Omnivore,rock,1,2
Platax spp,2,2,Day,Invertivore,coral,3,5
Plectorhinchus spp,1,2,Night,Invertivore,coral,4,5
Plectroglyphidodon spp,2,2,Day,Invertivore,coral,1,2
Plectropomus spp,1,2,Day,Piscivore,coral,5,6
Pleurosicya spp,1,1,Day,Invertivore,coral,3,1
Pomacanthus spp,1,2,Day,Invertivore,coral,2,4
Pomacentrus spp,2,2,Day,Omnivore,coral,2,2
Pomatoschistus spp,1,1,Day,Invertivore,sand,3,2
Priacanthus spp,2,2,Night,Piscivore,coral,4,4
Pristiapogon spp,2,3,Night,Invertivore,coral,4,2
Pseudanthias spp,3,3,Day,Planktivore,coral,3,2
Pseudocaranx spp,3,4,Day,Invertivore,water column,4,6
Pseudocheilinus spp,1,2,Day,Invertivore,coral,3,2
Pseudochromis spp,1,1,Night,Invertivore,coral,3,2
Pseudupeneus spp,2,2,Day,Invertivore,sand,3,3
Pteragogus spp,1,2,Day,Invertivore,rock,3,3
Ptereleotris spp,2,2,Day,Planktivore,sand,3,2
Pterocaesio spp,3,3,Day,Planktivore,coral,3,3
Salarias spp,1,1,Day,Grazer,coral,1,2
Sargocentron spp,2,2,Night,Invertivore,coral,4,3
Scarus spp,2,2,Day,Microphage,coral,1,4
Scolopsis spp,1,2,Day,Invertivore,coral,3,3
Scorpaena spp,1,1,Day,Invertivore,rock,4,4
Scorpaenopsis spp,1,1,Day,Piscivore,coral,5,3
Sebastapistes spp,1,1,Day,Invertivore,coral,4,2
Sebastes spp,1,2,Day,Piscivore,rock,4,4
Seriola spp,2,4,Day,Piscivore,water column,5,6
Siganus spp,2,2,Day,Grazer,coral,1,4
Siphonognathus spp,1,2,Day,Omnivore,rock,2,2
Sphyraena spp,3,4,Day,Piscivore,water column,5,6
Spicara spp,3,3,Day,Invertivore,rock,5,3
Spratelloides spp,3,4,Day,Planktivore,water column,3,2
Stegastes spp,1,2,Day,Grazer,coral,1,2
Stethojulis spp,2,2,Day,Invertivore,coral,3,2
Symphodus spp,1,2,Day,Invertivore,rock,3,3
Synchiropus spp,1,1,Day,Invertivore,sand,3,2
Synodus spp,1,1,Day,Piscivore,coral,5,3
Thalassoma spp,2,2,Day,Planktivore,coral,3,3
Thunnus spp,3,4,Day,Piscivore,water column,5,6
Trimma spp,1,1,Day,Invertivore,coral,2,1
Trygonoptera spp,1,1,Night,Invertivore,sand,3,5
Tylosurus spp,2,4,Day,Piscivore,water column,5,6
Urolophus spp,1,1,Night,Invertivore,sand,4,4
Valenciennea spp,2,1,Day,Invertivore,sand,3,3
Zebrasoma spp,1,2,Day,Grazer,coral,1,4
