"Importance","PriceCateg","UsedforAquaculture","UsedasBait","GameFish","sp_names_fishbase"
NA,"very high","never/rarely","never/rarely",0,"Doratonotus megalepis"
NA,"very high","never/rarely","never/rarely",0,"Dotalabrus alleni"
NA,"very high","never/rarely","never/rarely",0,"Dotalabrus aurantiacus"
"of no interest",NA,"never/rarely","never/rarely",0,"Dules auriga"
"minor commercial","high","never/rarely","never/rarely",1,"Echeneis naucrates"
"commercial","high","never/rarely","never/rarely",0,"Echeneis neucratoides"
"minor commercial","medium","never/rarely","never/rarely",0,"Echidna nebulosa"
NA,"medium",NA,NA,0,"Echidna nocturna"
NA,"unknown","never/rarely","never/rarely",0,"Ecsenius aequalis"
NA,"unknown","never/rarely","never/rarely",0,"Ecsenius alleni"
NA,"unknown","never/rarely","never/rarely",0,"Ecsenius bandanus"
NA,"unknown","never/rarely","never/rarely",0,"Ecsenius bathi"
NA,"unknown","never/rarely","never/rarely",0,"Ecsenius bicolor"
NA,"unknown","never/rarely","never/rarely",0,"Ecsenius fijiensis"
NA,"unknown","never/rarely","never/rarely",0,"Ecsenius fourmanoiri"
NA,"unknown","never/rarely","never/rarely",0,"Ecsenius frontalis"
NA,"unknown","never/rarely","never/rarely",0,"Ecsenius gravieri"
NA,"unknown","never/rarely","never/rarely",0,"Ecsenius kurti"
NA,"unknown","never/rarely","never/rarely",0,"Ecsenius lineatus"
NA,"unknown","never/rarely","never/rarely",0,"Ecsenius lividanalis"
NA,"unknown","never/rarely","never/rarely",0,"Ecsenius midas"
NA,"unknown","never/rarely","never/rarely",0,"Ecsenius minutus"
NA,"unknown","never/rarely","never/rarely",0,"Ecsenius nalolo"
NA,"unknown","never/rarely","never/rarely",0,"Ecsenius namiyei"
NA,"unknown","never/rarely","never/rarely",0,"Ecsenius oculatus"
NA,"unknown","never/rarely","never/rarely",0,"Ecsenius prooculis"
NA,"unknown","never/rarely","never/rarely",0,"Ecsenius randalli"
NA,"unknown","never/rarely","never/rarely",0,"Ecsenius schroederi"
NA,"unknown","never/rarely","never/rarely",0,"Ecsenius stictus"
NA,"unknown","never/rarely","never/rarely",0,"Ecsenius stigmatura"
NA,"unknown","never/rarely","never/rarely",0,"Ecsenius tigris"
NA,"unknown","never/rarely","never/rarely",0,"Ecsenius tricolor"
"of no interest","unknown","never/rarely","never/rarely",0,"Ecsenius trilineatus"
NA,"unknown","never/rarely","never/rarely",0,"Ecsenius yaeyamaensis"
NA,"unknown","never/rarely","never/rarely",0,"Ekemblemaria myersi"
NA,"very high","never/rarely","never/rarely",0,"Elacatinus atronasus"
NA,NA,"never/rarely","never/rarely",0,"Elacatinus cayman"
NA,NA,"never/rarely","never/rarely",0,"Elacatinus centralis"
NA,"very high","never/rarely","never/rarely",0,"Elacatinus evelynae"
NA,"very high","never/rarely","never/rarely",0,"Elacatinus figaro"
NA,"very high","never/rarely","never/rarely",0,"Elacatinus genie"
NA,"very high","never/rarely","never/rarely",0,"Elacatinus horsti"
NA,NA,"never/rarely","never/rarely",0,"Elacatinus jarocho"
NA,"very high","never/rarely","never/rarely",0,"Elacatinus oceanops"
NA,"very high","never/rarely","never/rarely",0,"Elacatinus prochilos"
NA,"very high","never/rarely","never/rarely",0,"Elacatinus puncticulatus"
NA,"very high","never/rarely","never/rarely",0,"Elacatinus randalli"
NA,"very high",NA,NA,0,"Elacatinus xanthiprora"
"highly commercial","medium","never/rarely","never/rarely",1,"Elagatis bipinnulata"
NA,"very high","never/rarely","never/rarely",0,"Eleotrica cableae"
"minor commercial","unknown","never/rarely","never/rarely",1,"Elops affinis"
NA,"unknown","never/rarely",NA,0,"Embiotoca jacksoni"
"commercial","unknown","never/rarely","never/rarely",1,"Embiotoca lateralis"
NA,"unknown","never/rarely","never/rarely",0,"Emblemariopsis pricei"
NA,"unknown","never/rarely","never/rarely",0,"Emblemariopsis signifer"
NA,"medium","never/rarely","never/rarely",0,"Enchelycore lichenosa"
NA,"medium","never/rarely","never/rarely",0,"Enchelycore ramosa"
"minor commercial","medium","never/rarely","usually",0,"Engraulis australis"
"highly commercial","medium","never/rarely","usually",0,"Engraulis encrasicolus"
NA,"unknown","never/rarely","never/rarely",0,"Enneanectes carminalis"
NA,"unknown","never/rarely","never/rarely",0,"Enneanectes smithi"
"of no interest","unknown","never/rarely","never/rarely",0,"Enneapterygius atrogulare"
"of no interest","unknown","never/rarely","never/rarely",0,"Enneapterygius hemimelas"
"of no interest","unknown","never/rarely","never/rarely",0,"Enneapterygius kermadecensis"
"of no interest","unknown","never/rarely","never/rarely",0,"Enneapterygius larsonae"
"of no interest","unknown","never/rarely","never/rarely",0,"Enneapterygius mirabilis"
"of no interest","unknown","never/rarely","never/rarely",0,"Enneapterygius rufopileus"
NA,"unknown","never/rarely","never/rarely",0,"Enneapterygius similis"
NA,"low","never/rarely","never/rarely",0,"Enophrys diceraus"
"minor commercial","unknown","never/rarely","never/rarely",0,"Enoplosus armatus"
NA,"unknown","never/rarely","never/rarely",0,"Entomacrodus chapmani"
NA,NA,"never/rarely","never/rarely",0,"Entomacrodus solus"
NA,"unknown","never/rarely","never/rarely",0,"Eocallionymus papilio"
NA,NA,"never/rarely","never/rarely",0,"Epibulus brevis"
"minor commercial","very high","never/rarely","never/rarely",0,"Epibulus insidiator"
NA,"very high","never/rarely","never/rarely",0,"Epinephelides armatus"
"highly commercial","very high","never/rarely","never/rarely",1,"Epinephelus adscensionis"
"minor commercial","very high","commercial","never/rarely",0,"Epinephelus akaara"
"subsistence fisheries","very high","never/rarely","never/rarely",0,"Epinephelus albomarginatus"
"minor commercial","high","never/rarely","never/rarely",1,"Epinephelus analogus"
"commercial","very high","commercial","never/rarely",0,"Epinephelus areolatus"
NA,"very high","never/rarely","never/rarely",0,"Epinephelus bilobatus"
"minor commercial","very high","commercial","never/rarely",0,"Epinephelus bleekeri"
"commercial","very high","commercial","never/rarely",1,"Epinephelus bruneus"
"minor commercial","very high","never/rarely","never/rarely",0,"Epinephelus coeruleopunctatus"
"commercial","high","commercial","never/rarely",0,"Epinephelus coioides"
"subsistence fisheries","very high","never/rarely","never/rarely",0,"Epinephelus corallicola"
"minor commercial","very high","never/rarely","never/rarely",0,"Epinephelus costae"
"minor commercial","very high","never/rarely","never/rarely",0,"Epinephelus cyanopodus"
"subsistence fisheries","very high","never/rarely","never/rarely",1,"Epinephelus daemelii"
"commercial","high","never/rarely","never/rarely",1,"Epinephelus fasciatus"
"minor commercial","very high","commercial","never/rarely",0,"Epinephelus fuscoguttatus"
"highly commercial","high","never/rarely","never/rarely",1,"Epinephelus guttatus"
"minor commercial","very high","never/rarely","never/rarely",1,"Epinephelus hexagonatus"
"subsistence fisheries","very high","never/rarely","never/rarely",0,"Epinephelus howlandi"
"commercial","very high","never/rarely","never/rarely",0,"Epinephelus irroratus"
"minor commercial","very high","never/rarely","never/rarely",1,"Epinephelus itajara"
"minor commercial","very high","never/rarely","never/rarely",0,"Epinephelus labriformis"
"subsistence fisheries","very high","commercial","never/rarely",1,"Epinephelus lanceolatus"
"commercial","very high","never/rarely","never/rarely",0,"Epinephelus longispinis"
"commercial","very high","never/rarely","never/rarely",0,"Epinephelus macrospilos"
"minor commercial","very high","never/rarely","never/rarely",0,"Epinephelus maculatus"
"highly commercial","very high","commercial","never/rarely",1,"Epinephelus malabaricus"
"highly commercial","very high","never/rarely","never/rarely",1,"Epinephelus marginatus"
"subsistence fisheries","very high","never/rarely","never/rarely",0,"Epinephelus melanostigma"
"commercial","very high","commercial","never/rarely",1,"Epinephelus merra"
"commercial","medium","never/rarely","never/rarely",1,"Epinephelus morio"
"commercial","very high","never/rarely","never/rarely",0,"Epinephelus multinotatus"
"minor commercial","very high","never/rarely","never/rarely",0,"Epinephelus ongus"
"commercial","very high","experimental","never/rarely",0,"Epinephelus polyphekadion"
"commercial","very high","never/rarely","never/rarely",0,"Epinephelus quoyanus"
"minor commercial","very high","never/rarely","never/rarely",0,"Epinephelus rivulatus"
"minor commercial","very high","never/rarely","never/rarely",0,"Epinephelus socialis"
"commercial","very high","never/rarely","never/rarely",1,"Epinephelus spilotoceps"
"commercial","high","never/rarely","never/rarely",1,"Epinephelus striatus"
"minor commercial","very high","commercial","never/rarely",1,"Epinephelus tauvina"
"subsistence fisheries","very high","never/rarely","never/rarely",1,"Epinephelus tukula"
"commercial","very high","never/rarely","never/rarely",0,"Epinephelus undulatostriatus"
"minor commercial","medium","never/rarely","never/rarely",0,"Equetus punctatus"
NA,"unknown","never/rarely","never/rarely",0,"Eubalichthys bucephalus"
NA,"unknown","never/rarely","never/rarely",0,"Eubalichthys caeruleoguttatus"
NA,"unknown","never/rarely","never/rarely",0,"Eubalichthys cyanoura"
NA,"unknown","never/rarely","never/rarely",0,"Eubalichthys gunnii"
NA,"unknown","never/rarely","never/rarely",0,"Eubalichthys mosaicus"
NA,"medium","never/rarely","never/rarely",0,"Eucinostomus dowii"
NA,"very high","never/rarely","never/rarely",0,"Eupetrichthys angustipes"
"highly commercial","medium","never/rarely","never/rarely",1,"Euthynnus affinis"
"minor commercial","high","never/rarely","never/rarely",1,"Euthynnus lineatus"
"commercial","high","never/rarely","never/rarely",0,"Eutrigla gurnardus"
NA,"very high","never/rarely","never/rarely",0,"Eviota albolineata"
NA,NA,"never/rarely","never/rarely",0,"Eviota atriventris"
NA,"very high",NA,NA,0,"Eviota bifasciata"
NA,"very high","never/rarely","never/rarely",0,"Eviota bimaculata"
NA,"very high",NA,NA,0,"Eviota fasciola"
NA,"very high","never/rarely","never/rarely",0,"Eviota guttata"
NA,NA,"never/rarely","never/rarely",0,"Eviota hoesei"
NA,"very high",NA,NA,0,"Eviota lachdeberei"
NA,"very high",NA,NA,0,"Eviota latifasciata"
NA,"very high",NA,NA,0,"Eviota melasma"
NA,"very high","never/rarely","never/rarely",0,"Eviota mikiae"
NA,"very high",NA,NA,0,"Eviota nigriventris"
NA,"very high","never/rarely","never/rarely",0,"Eviota pellucida"
NA,"very high",NA,NA,0,"Eviota prasites"
NA,"very high","never/rarely","never/rarely",0,"Eviota raja"
NA,NA,"never/rarely","never/rarely",0,"Eviota readerae"
NA,NA,"never/rarely","never/rarely",0,"Eviota rubriceps"
NA,"very high",NA,NA,0,"Eviota sebreei"
NA,"very high",NA,NA,0,"Eviota sigillata"
NA,"very high",NA,NA,0,"Eviota storthynx"
NA,"very high","never/rarely","never/rarely",0,"Eviota zebrina"
"commercial","unknown","never/rarely","never/rarely",0,"Evistias acutirostris"
"commercial","very high","never/rarely","never/rarely",0,"Evynnis cardinalis"
NA,"unknown","never/rarely","never/rarely",0,"Exallias brevis"
NA,"very high","never/rarely","never/rarely",0,"Exyrias belissimus"
NA,"very high","never/rarely","never/rarely",0,"Favonigobius lateralis"
NA,"unknown","never/rarely","never/rarely",0,"Foetorepus calauropomus"
"of no interest","unknown","never/rarely","never/rarely",0,"Forcipiger flavissimus"
"minor commercial","unknown","never/rarely","never/rarely",0,"Forcipiger longirostris"
"of no interest","unknown","never/rarely","never/rarely",0,"Forsterygion capito"
"of no interest","unknown","never/rarely","never/rarely",0,"Forsterygion flavonigrum"
"of no interest","unknown","never/rarely","never/rarely",0,"Forsterygion gymnotum"
"of no interest","unknown","never/rarely","never/rarely",0,"Forsterygion lapillum"
NA,"unknown","never/rarely","never/rarely",0,"Forsterygion malcolmi"
"of no interest","unknown","never/rarely","never/rarely",0,"Forsterygion maryannae"
NA,"unknown","never/rarely","never/rarely",0,"Forsterygion varium"
NA,"low","never/rarely","never/rarely",0,"Furcina osimae"
NA,"very high","never/rarely","never/rarely",0,"Fusigobius duospilus"
NA,"very high","never/rarely","never/rarely",0,"Fusigobius inframaculatus"
NA,"very high","never/rarely","never/rarely",0,"Fusigobius melacron"
NA,"very high","never/rarely","never/rarely",0,"Fusigobius neophytus"
NA,"very high","never/rarely","never/rarely",0,"Fusigobius signipinnis"
"highly commercial","medium","commercial","never/rarely",1,"Gadus morhua"
"minor commercial","unknown","never/rarely","never/rarely",0,"Gasterosteus aculeatus"
NA,"high","never/rarely","never/rarely",0,"Genicanthus caudovittatus"
"minor commercial","high","never/rarely","never/rarely",0,"Genicanthus lamarck"
NA,"high","never/rarely","never/rarely",0,"Genicanthus semicinctus"
NA,"high","never/rarely","never/rarely",0,"Genicanthus watanabei"
"minor commercial","medium","never/rarely","never/rarely",0,"Genypterus tigerinus"
"minor commercial","medium","never/rarely","occasionally",0,"Gerres cinereus"
NA,"medium","never/rarely","never/rarely",0,"Gerres equulus"
NA,"medium","never/rarely","never/rarely",0,"Gerres subfasciatus"
NA,"unknown","never/rarely","never/rarely",0,"Gillellus chathamensis"
NA,"unknown","never/rarely","never/rarely",0,"Girella cyanea"
NA,"unknown","never/rarely","never/rarely",0,"Girella elevata"
NA,"unknown","never/rarely","never/rarely",0,"Girella fimbriata"
NA,"unknown","never/rarely","never/rarely",0,"Girella freminvillii"
"commercial","medium","never/rarely","never/rarely",1,"Girella nigricans"
"commercial","unknown","never/rarely","never/rarely",1,"Girella punctata"
NA,"unknown","never/rarely","never/rarely",0,"Girella simplicidens"
NA,"unknown","never/rarely","never/rarely",0,"Girella tephraeops"
"commercial","very high","never/rarely","never/rarely",1,"Girella tricuspidata"
"commercial","unknown","never/rarely","never/rarely",0,"Girella zebra"
"commercial","unknown","never/rarely","never/rarely",1,"Glaucosoma hebraicum"
"minor commercial","unknown","never/rarely","never/rarely",0,"Glaucosoma magnificum"
"commercial","unknown","never/rarely","never/rarely",0,"Glaucosoma scapulare"
NA,"unknown","never/rarely",NA,0,"Glyptoparus delicatulus"
NA,"unknown","never/rarely","never/rarely",0,"Gnathanacanthus goetzeei"
"minor commercial","high","commercial","never/rarely",1,"Gnathanodon speciosus"
"commercial","very high","never/rarely","never/rarely",0,"Gnathodentex aureolineatus"
"minor commercial","very high","never/rarely","never/rarely",0,"Gnatholepis anjerensis"
NA,"very high","never/rarely","never/rarely",0,"Gnatholepis cauerensis"
NA,"very high","never/rarely","never/rarely",0,"Gnatholepis thompsoni"
NA,"unknown","never/rarely","never/rarely",0,"Gobiesox woodsi"
NA,"unknown","never/rarely","never/rarely",0,"Gobioclinus dendriticus"
NA,"very high","never/rarely","never/rarely",0,"Gobiodon citrinus"
NA,"very high","never/rarely","never/rarely",0,"Gobiodon heterospilos"
NA,"very high","never/rarely","never/rarely",0,"Gobiodon histrio"
NA,"very high","never/rarely","never/rarely",0,"Gobiodon okinawae"
NA,"very high","never/rarely","never/rarely",0,"Gobiodon quinquestrigatus"
NA,"very high","never/rarely","never/rarely",0,"Gobiodon spilophthalmus"
NA,"very high","never/rarely","never/rarely",0,"Gobiosoma hildebrandi"
NA,"very high","never/rarely","never/rarely",0,"Gobiosoma spilotum"
NA,"very high","never/rarely","never/rarely",0,"Gobius bucchichi"
NA,"very high",NA,NA,0,"Gobius cruentatus"
NA,"very high","never/rarely","never/rarely",0,"Gobius fallax"
"of no interest",NA,"never/rarely","never/rarely",0,"Gobius niger"
"minor commercial","very high","never/rarely",NA,0,"Gobius paganellus"
NA,"very high","never/rarely","never/rarely",0,"Gobius tetrophthalmus"
NA,"very high","never/rarely","never/rarely",0,"Gobius xanthocephalus"
NA,NA,NA,NA,NA,"Gobiusculus flavescens"
"minor commercial","very high","never/rarely","never/rarely",0,"Gomphosus caeruleus"
"minor commercial","very high","never/rarely","never/rarely",0,"Gomphosus varius"
"of no interest",NA,"never/rarely","never/rarely",0,"Gorgasia galzini"
"minor commercial","very high","never/rarely","never/rarely",1,"Gracila albomarginata"
NA,"unknown","never/rarely","never/rarely",0,"Gramma brasiliensis"
NA,"unknown","never/rarely","never/rarely",0,"Gramma loreto"
"commercial","very high","never/rarely","never/rarely",1,"Grammatorcynus bicarinatus"
"minor commercial","very high","never/rarely","never/rarely",1,"Grammatorcynus bilineatus"
"minor commercial","very high","never/rarely","never/rarely",0,"Grammistes sexlineatus"
NA,"unknown","never/rarely","never/rarely",0,"Gunnellichthys monostigma"
"minor commercial","unknown","never/rarely","usually",0,"Gymnocaesio gymnoptera"
NA,"low","never/rarely","never/rarely",0,"Gymnocanthus tricuspis"
NA,"unknown","never/rarely","never/rarely",0,"Gymnoclinus cristulatus"
"minor commercial","high","never/rarely","never/rarely",0,"Gymnocranius audleyi"
"minor commercial","high","never/rarely","never/rarely",0,"Gymnocranius euanus"
"minor commercial","high","never/rarely","never/rarely",0,"Gymnocranius microdon"
"commercial","very high","never/rarely","never/rarely",0,"Gymnocrotaphus curvidens"
"minor commercial","medium","never/rarely","never/rarely",0,"Gymnomuraena zebra"
"minor commercial","high","never/rarely","never/rarely",1,"Gymnosarda unicolor"
NA,"medium","never/rarely",NA,0,"Gymnothorax annasona"
NA,"medium","never/rarely","never/rarely",0,"Gymnothorax breedeni"
NA,"medium","never/rarely","never/rarely",0,"Gymnothorax castaneus"
NA,"medium","never/rarely","never/rarely",0,"Gymnothorax cribroris"
NA,"medium","never/rarely","never/rarely",0,"Gymnothorax dovii"
NA,"medium","never/rarely","never/rarely",0,"Gymnothorax eurostus"
"minor commercial","medium","never/rarely","never/rarely",0,"Gymnothorax favagineus"
"subsistence fisheries","medium","never/rarely","never/rarely",0,"Gymnothorax fimbriatus"
"commercial","medium","never/rarely","never/rarely",0,"Gymnothorax flavimarginatus"
"minor commercial","medium","never/rarely","never/rarely",0,"Gymnothorax funebris"
"subsistence fisheries","medium","never/rarely","never/rarely",0,"Gymnothorax javanicus"
"minor commercial","medium","never/rarely","never/rarely",0,"Gymnothorax meleagris"
"minor commercial","medium","never/rarely","never/rarely",0,"Gymnothorax miliaris"
"minor commercial","medium","never/rarely","never/rarely",0,"Gymnothorax moringa"
NA,"medium",NA,NA,0,"Gymnothorax nubilus"
NA,"medium","never/rarely","never/rarely",0,"Gymnothorax obesus"
NA,"medium","never/rarely","never/rarely",0,"Gymnothorax panamensis"
"minor commercial","medium","never/rarely","never/rarely",0,"Gymnothorax pictus"
NA,"medium","never/rarely","never/rarely",0,"Gymnothorax porphyreus"
"of no interest",NA,"never/rarely","never/rarely",0,"Gymnothorax prasinus"
NA,"medium","never/rarely","never/rarely",0,"Gymnothorax prionodon"
NA,"medium","never/rarely","never/rarely",0,"Gymnothorax thyrsoideus"
"minor commercial","medium","never/rarely","never/rarely",0,"Gymnothorax undulatus"
NA,"medium","never/rarely","never/rarely",0,"Gymnothorax zonipectis"
"commercial","medium","never/rarely","never/rarely",1,"Haemulon album"
"minor commercial","medium","never/rarely","usually",0,"Haemulon aurolineatum"
"minor commercial","medium","never/rarely","never/rarely",0,"Haemulon carbonarium"
"minor commercial","medium","never/rarely","usually",0,"Haemulon chrysargyreum"
"minor commercial","medium","never/rarely","never/rarely",0,"Haemulon flaviguttatum"
"commercial","medium","never/rarely","usually",0,"Haemulon flavolineatum"
"minor commercial","medium","never/rarely","never/rarely",0,"Haemulon macrostomum"
"minor commercial","medium","never/rarely","never/rarely",0,"Haemulon maculicauda"
"minor commercial","medium","never/rarely","never/rarely",0,"Haemulon melanurum"
"minor commercial","medium","never/rarely","never/rarely",0,"Haemulon parra"
"minor commercial","medium","never/rarely","never/rarely",1,"Haemulon plumierii"
"minor commercial","medium","never/rarely","never/rarely",0,"Haemulon sciurus"
"commercial","medium","never/rarely","never/rarely",0,"Haemulon scudderii"
"minor commercial","medium","never/rarely","never/rarely",0,"Haemulon sexfasciatum"
"minor commercial","medium","never/rarely","usually",0,"Haemulon steindachneri"
"minor commercial","unknown","never/rarely","occasionally",0,"Haemulon vittatum"
"minor commercial","unknown","never/rarely","never/rarely",0,"Haletta semifasciata"
"of no interest",NA,"never/rarely","never/rarely",0,"Halichoeres adustus"
"minor commercial","very high","never/rarely","never/rarely",0,"Halichoeres argus"
NA,"very high","never/rarely","never/rarely",0,"Halichoeres biocellatus"
NA,"very high","never/rarely","never/rarely",0,"Halichoeres bivittatus"
