"sp_name","esthe_score","file_name","copyright","kingdom","phylum","class","order","family","genus","aesthe_effect"
"Lutjanus mahogoni",1294.1746,"Lutjanus_mahogoni_A_3","NO","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Lutjanidae","Lutjanus",-0.0228328285161224
"Lutjanus monostigma",1408.506,"Lutjanus_monostigma_A_1","YES","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Lutjanidae","Lutjanus",-0.0121676800000983
"Lutjanus novemfasciatus",1273.7043,"Lutjanus_novemfasciatus_A_2","YES","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Lutjanidae","Lutjanus",-0.024841438953232
"Lutjanus quinquelineatus",1539.8824,"Lutjanus_quinquelineatus_A_1","YES","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Lutjanidae","Lutjanus",-0.000933091105873376
"Lutjanus rivulatus",1355.8278,"Lutjanus_rivulatus_A_1","YES","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Lutjanidae","Lutjanus",-0.016969765280571
"Lutjanus rufolineatus",1396.0298,"Lutjanus_rufolineatus_A_1","YES","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Lutjanidae","Lutjanus",-0.0132885649848784
"Lutjanus russellii",1286.7357,"Lutjanus_russellii_A_1","NO","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Lutjanidae","Lutjanus",-0.0235590579704926
"Lutjanus sebae",1634.4224,"Lutjanus_sebae_A_1","YES","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Lutjanidae","Lutjanus",0.00657331882002504
"Lutjanus semicinctus",1355.159,"Lutjanus_semicinctus_A_1","YES","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Lutjanidae","Lutjanus",-0.0170319245235806
"Lutjanus synagris",1488.9008,"Lutjanus_synagris_A_2","YES","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Lutjanidae","Lutjanus",-0.00517462694719768
"Lutjanus viridis",1652.2372,"Lutjanus_viridis_A_1","YES","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Lutjanidae","Lutjanus",0.0079390566036116
"Lutjanus vitta",1394.6052,"Lutjanus_vitta_A_1","YES","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Lutjanidae","Lutjanus",-0.0134171903994424
"Luzonichthys waitei",1462.709,"Luzonichthys_waitei_A_2","YES","Animalia","Chordata","Actinopteri","Perciformes","Serranidae","Luzonichthys",-0.00741053864674308
"Luzonichthys whitleyi",1440.7019,"Luzonichthys_whitleyi_A_1","NO","Animalia","Chordata","Actinopteri","Perciformes","Serranidae","Luzonichthys",-0.00932038960920567
"Lythrypnus dalli",1572.8599,"Lythrypnus_dalli_A_2","YES","Animalia","Chordata","Actinopteri","Gobiiformes","Gobiidae","Lythrypnus",0.00173639495455811
"Lythrypnus gilberti",1559.9214,"Lythrypnus_gilberti_A_1","YES","Animalia","Chordata","Actinopteri","Gobiiformes","Gobiidae","Lythrypnus",0.000695772558862422
"Lythrypnus insularis",1450.49,"Lythrypnus_insularis_A_1","YES","Animalia","Chordata","Actinopteri","Gobiiformes","Gobiidae","Lythrypnus",-0.00846736809441471
"Macolor macularis",1583.6282,"Macolor_macularis_J_1","YES","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Lutjanidae","Macolor",0.00259596549222192
"Macolor niger",1726.297,"Macolor_niger_J_1","YES","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Lutjanidae","Macolor",0.0134631452395892
"Macrodontogobius wilburi",1202.6987,"Macrodontogobius_wilburi_A_3","YES","Animalia","Chordata","Actinopteri","Gobiiformes","Gobiidae","Macrodontogobius",-0.0320679252790137
"Macropharyngodon bipartitus",1737.3223,"Macropharyngodon_bipartitus_M_1","YES","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Labridae","Macropharyngodon",0.0142651899483089
"Macropharyngodon choati",1682.7805,"Macropharyngodon_choati_J_1","YES","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Labridae","Macropharyngodon",0.0102466899387401
"Macropharyngodon geoffroy",1876.6006,"Macropharyngodon_geoffroy_F_2","NO","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Labridae","Macropharyngodon",0.0239804980078623
"Macropharyngodon kuiteri",1584.4089,"Macropharyngodon_kuiteri_A_2","YES","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Labridae","Macropharyngodon",0.00265805679553792
"Macropharyngodon meleagris",1851.0017,"Macropharyngodon_meleagris_J_2","YES","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Labridae","Macropharyngodon",0.0222501422325778
"Macropharyngodon negrosensis",1647.2039,"Macropharyngodon_negrosensis_F_3","NO","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Labridae","Macropharyngodon",0.00755468648301134
"Macropharyngodon ornatus",1636.8391,"Macropharyngodon_ornatus_A_1","YES","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Labridae","Macropharyngodon",0.0067594608326393
"Malacanthus brevirostris",1343.2151,"Malacanthus_brevirostris_A_1","YES","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Malacanthidae","Malacanthus",-0.0181472039269519
"Malacanthus latovittatus",1570.0227,"Malacanthus_latovittatus_J_2","YES","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Malacanthidae","Malacanthus",0.00150893824241606
"Malacanthus plumieri",1397.4043,"Malacanthus_plumieri_J_1","YES","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Malacanthidae","Malacanthus",-0.0131645873932707
"Malacoctenus boehlkei",1545.891,"Malacoctenus_boehlkei_A_1","YES","Animalia","Chordata","Actinopteri","Blenniiformes","Labrisomidae","Malacoctenus",-0.000442469513228549
"Malacoctenus ebisui",1287.9675,"Malacoctenus_ebisui_A_1","YES","Animalia","Chordata","Actinopteri","Blenniiformes","Labrisomidae","Malacoctenus",-0.0234385127746916
"Malacoctenus hubbsi",1471.2422,"Malacoctenus_hubbsi_A_1","YES","Animalia","Chordata","Actinopteri","Blenniiformes","Labrisomidae","Malacoctenus",-0.00667771899038418
"Malacoctenus macropus",1423.3191,"Malacoctenus_macropus_F_1","YES","Animalia","Chordata","Actinopteri","Blenniiformes","Labrisomidae","Malacoctenus",-0.0108496650523529
"Malacoctenus margaritae",1292.9585,"Malacoctenus_margaritae_A_1","YES","Animalia","Chordata","Actinopteri","Blenniiformes","Labrisomidae","Malacoctenus",-0.0229512655151577
"Malacoctenus tetranemus",1314.5741,"Malacoctenus_tetranemus_A_2","YES","Animalia","Chordata","Actinopteri","Blenniiformes","Labrisomidae","Malacoctenus",-0.0208625257096847
"Malacoctenus triangulatus",1518.2258,"Malacoctenus_triangulatus_A_2","YES","Animalia","Chordata","Actinopteri","Blenniiformes","Labrisomidae","Malacoctenus",-0.00271744722549234
"Malacoctenus zonifer",1429.0007,"Malacoctenus_zonifer_A_2","YES","Animalia","Chordata","Actinopteri","Blenniiformes","Labrisomidae","Malacoctenus",-0.010347773530729
"Malacoctenus zonogaster",1384.9312,"Malacoctenus_zonogaster_A_1","NO","Animalia","Chordata","Actinopteri","Blenniiformes","Labrisomidae","Malacoctenus",-0.0142941353211197
"Manonichthys splendens",1682.0692,"Manonichthys_splendens_A_1","YES","Animalia","Chordata","Actinopteri","Ovalentaria incertae sedis","Pseudochromidae","Manonichthys",0.0101934271389421
"Maxillicosta scabriceps",1375.0337,"Maxillicosta_scabriceps_A_1","YES","Animalia","Chordata","Actinopteri","Perciformes","Neosebastidae","Maxillicosta",-0.0151977029422181
"Mccoskerichthys sandae",1426.7549,"Mccoskerichthys_sandae_A_1","YES","Animalia","Chordata","Actinopteri","Blenniiformes","Chaenopsidae","Mccoskerichthys",-0.0105459202912702
"Mecaenichthys immaculatus",1788.0703,"Mecaenichthys_immaculatus_J_1","YES","Animalia","Chordata","Actinopteri","Ovalentaria incertae sedis","Pomacentridae","Mecaenichthys",0.0178924466309414
"Medialuna californiensis",1207.8044,"Medialuna_californiensis_A_1","NO","Animalia","Chordata","Actinopteri","Centrarchiformes","Kyphosidae","Medialuna",-0.0315342401582713
"Megalops atlanticus",1179.4038,"Megalops_atlanticus_A_2","YES","Animalia","Chordata","Actinopteri","Elopiformes","Megalopidae","Megalops",-0.0345319842469569
"Meiacanthus abruptus",1372.1084,"Meiacanthus_abruptus_A_1","NO","Animalia","Chordata","Actinopteri","Blenniiformes","Blenniidae","Meiacanthus",-0.0154660064171008
"Meiacanthus atrodorsalis",1393.1328,"Meiacanthus_atrodorsalis_A_1","NO","Animalia","Chordata","Actinopteri","Blenniiformes","Blenniidae","Meiacanthus",-0.0135502697708166
"Meiacanthus bundoon",1377.083,"Meiacanthus_bundoon_A_1","NO","Animalia","Chordata","Actinopteri","Blenniiformes","Blenniidae","Meiacanthus",-0.0150100844587218
"Meiacanthus crinitus",1424.3813,"Meiacanthus_crinitus_A_2","YES","Animalia","Chordata","Actinopteri","Blenniiformes","Blenniidae","Meiacanthus",-0.010755682146767
"Meiacanthus ditrema",1413.3691,"Meiacanthus_ditrema_A_1","YES","Animalia","Chordata","Actinopteri","Blenniiformes","Blenniidae","Meiacanthus",-0.0117334571343512
"Meiacanthus grammistes",1511.7374,"Meiacanthus_grammistes_A_3","NO","Animalia","Chordata","Actinopteri","Blenniiformes","Blenniidae","Meiacanthus",-0.00325700477329366
"Meiacanthus kamoharai",1492.5701,"Meiacanthus_kamoharai_A_3","YES","Animalia","Chordata","Actinopteri","Blenniiformes","Blenniidae","Meiacanthus",-0.00486453555425432
"Meiacanthus lineatus",1454.2295,"Meiacanthus_lineatus_A_1","YES","Animalia","Chordata","Actinopteri","Blenniiformes","Blenniidae","Meiacanthus",-0.00814299380496728
"Meiacanthus luteus",1597.063,"Meiacanthus_luteus_A_1","YES","Animalia","Chordata","Actinopteri","Blenniiformes","Blenniidae","Meiacanthus",0.00366022889377829
"Meiacanthus mossambicus",1347.0894,"Meiacanthus_mossambicus_A_2","NO","Animalia","Chordata","Actinopteri","Blenniiformes","Blenniidae","Meiacanthus",-0.0177843523997389
"Meiacanthus naevius",1297.7194,"Meiacanthus_naevius_A_1","YES","Animalia","Chordata","Actinopteri","Blenniiformes","Blenniidae","Meiacanthus",-0.0224882314162734
"Meiacanthus nigrolineatus",1396.4569,"Meiacanthus_nigrolineatus_A_1","YES","Animalia","Chordata","Actinopteri","Blenniiformes","Blenniidae","Meiacanthus",-0.0132500282151368
"Meiacanthus oualanensis",1467.2362,"Meiacanthus_oualanensis_A_1","YES","Animalia","Chordata","Actinopteri","Blenniiformes","Blenniidae","Meiacanthus",-0.00702121805435294
"Meiacanthus phaeus",1346.1976,"Meiacanthus_phaeus_A_2","YES","Animalia","Chordata","Actinopteri","Blenniiformes","Blenniidae","Meiacanthus",-0.0178677822944807
"Meiacanthus smithi",1336.3682,"Meiacanthus_smithi_A_2","YES","Animalia","Chordata","Actinopteri","Blenniiformes","Blenniidae","Meiacanthus",-0.0187910240019224
"Meiacanthus tongaensis",1502.8591,"Meiacanthus_tongaensis_A_2","NO","Animalia","Chordata","Actinopteri","Blenniiformes","Blenniidae","Meiacanthus",-0.00399906427011492
"Melanogrammus aeglefinus",1288.4818,"Melanogrammus_aeglefinus_A_2","NO","Animalia","Chordata","Actinopteri","Gadiformes","Gadidae","Melanogrammus",-0.0233882169682538
"Melichthys indicus",1711.6821,"Melichthys_indicus_A_2","NO","Animalia","Chordata","Actinopteri","Tetraodontiformes","Balistidae","Melichthys",0.0123920401607634
"Melichthys niger",1652.3381,"Melichthys_niger_A_3","NO","Animalia","Chordata","Actinopteri","Tetraodontiformes","Balistidae","Melichthys",0.00794674989816446
"Melichthys vidua",1515.147,"Melichthys_vidua_A_1","YES","Animalia","Chordata","Actinopteri","Tetraodontiformes","Balistidae","Melichthys",-0.00297318370683967
"Mendosoma lineatum",1161.2399,"Mendosoma_lineatum_A_1","YES","Animalia","Chordata","Actinopteri","Centrarchiformes","Latridae","Mendosoma",-0.0364873110697942
"Meuschenia australis",1486.829,"Meuschenia_australis_M_1","YES","Animalia","Chordata","Actinopteri","Tetraodontiformes","Monacanthidae","Meuschenia",-0.00535005185273345
"Meuschenia flavolineata",1446.1617,"Meuschenia_flavolineata_A_1","YES","Animalia","Chordata","Actinopteri","Tetraodontiformes","Monacanthidae","Meuschenia",-0.00884386225673974
"Meuschenia freycineti",1614.3027,"Meuschenia_freycineti_M_2","YES","Animalia","Chordata","Actinopteri","Tetraodontiformes","Monacanthidae","Meuschenia",0.00501286494499335
"Meuschenia galii",1558.7295,"Meuschenia_galii_A_2","YES","Animalia","Chordata","Actinopteri","Tetraodontiformes","Monacanthidae","Meuschenia",0.000599476186974012
"Meuschenia hippocrepis",1560.2344,"Meuschenia_hippocrepis_M_1","YES","Animalia","Chordata","Actinopteri","Tetraodontiformes","Monacanthidae","Meuschenia",0.000721048358570996
"Meuschenia scaber",1506.9257,"Meuschenia_scaber_A_4","YES","Animalia","Chordata","Actinopteri","Tetraodontiformes","Monacanthidae","Meuschenia",-0.00365863011729927
"Meuschenia trachylepis",1501.3447,"Meuschenia_trachylepis_A_1","YES","Animalia","Chordata","Actinopteri","Tetraodontiformes","Monacanthidae","Meuschenia",-0.00412607724648823
"Meuschenia venusta",1615.0911,"Meuschenia_venusta_A_3","YES","Animalia","Chordata","Actinopteri","Tetraodontiformes","Monacanthidae","Meuschenia",0.00507437731548728
"Microcanthus strigatus",1728.8317,"Microcanthus_strigatus_A_1","YES","Animalia","Chordata","Actinopteri","Centrarchiformes","Kyphosidae","Microcanthus",0.0136479866443071
"Microgobius microlepis",1403.8716,"Microgobius_microlepis_A_1","YES","Animalia","Chordata","Actinopteri","Gobiiformes","Gobiidae","Microgobius",-0.0125828797899153
"Microlepidotus brevipinnis",1142.0642,"Microlepidotus_brevipinnis_A_2","YES","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Haemulidae","Microlepidotus",-0.0385850277261769
"Microspathodon bairdii",1713.1604,"Microspathodon_bairdii_J_1","YES","Animalia","Chordata","Actinopteri","Ovalentaria incertae sedis","Pomacentridae","Microspathodon",0.0125007975682034
"Microspathodon chrysurus",1838.4607,"Microspathodon_chrysurus_J_2","YES","Animalia","Chordata","Actinopteri","Ovalentaria incertae sedis","Pomacentridae","Microspathodon",0.0213936812192561
"Microspathodon dorsalis",1597.8657,"Microspathodon_dorsalis_J_2","YES","Animalia","Chordata","Actinopteri","Ovalentaria incertae sedis","Pomacentridae","Microspathodon",0.00372353257242869
"Mimoblennius lineathorax",1298.4072,"Mimoblennius_lineathorax_A_1","YES","Animalia","Chordata","Actinopteri","Blenniiformes","Blenniidae","Mimoblennius",-0.0224214780515607
"Mola mola",1406.5112,"Mola_mola_A_1","NO","Animalia","Chordata","Actinopteri","Tetraodontiformes","Molidae","Mola",-0.0123462280972304
"Molva molva",1201.6925,"Molva_molva_A_1","NO","Animalia","Chordata","Actinopteri","Gadiformes","Lotidae","Molva",-0.0321733678666215
"Monacanthus chinensis",1600.0361,"Monacanthus_chinensis_F_3","YES","Animalia","Chordata","Actinopteri","Tetraodontiformes","Monacanthidae","Monacanthus",0.00389453865986692
"Monacanthus tuckeri",1550.3715,"Monacanthus_tuckeri_A_3","NO","Animalia","Chordata","Actinopteri","Tetraodontiformes","Monacanthidae","Monacanthus",-7.78617944149822e-05
"Monodactylus argenteus",1598.4283,"Monodactylus_argenteus_J_1","NO","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Monodactylidae","Monodactylus",0.00376788218797128
"Monotaxis grandoculis",1310.52832245656,"Monotaxis_grandoculis_juv_80","YES","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Lethrinidae","Monotaxis",-0.021250848551447
"Monotaxis heterodon",1482.0134,"Monotaxis_heterodon_A_3","YES","Animalia","Chordata","Actinopteri","Eupercaria incertae sedis","Lethrinidae","Monotaxis",-0.00575874794895622
"Mugil cephalus",1291.4783,"Mugil_cephalus_A_2","NO","Animalia","Chordata","Actinopteri","Mugiliformes","Mugilidae","Mugil",-0.023095573837428
"Mugil curema",1204.4344,"Mugil_curema_A_1","NO","Animalia","Chordata","Actinopteri","Mugiliformes","Mugilidae","Mugil",-0.0318862434553546
"Mugil galapagensis",1155.9421,"Mugil_galapagensis_A_1","YES","Animalia","Chordata","Actinopteri","Mugiliformes","Mugilidae","Mugil",-0.0370633780946402
"Mulloidichthys dentatus",1355.728,"Mulloidichthys_dentatus_A_1","YES","Animalia","Chordata","Actinopteri","Mulliformes","Mullidae","Mulloidichthys",-0.0169790388908763
"Mulloidichthys flavolineatus",1340.2747,"Mulloidichthys_flavolineatus_A_1","NO","Animalia","Chordata","Actinopteri","Mulliformes","Mullidae","Mulloidichthys",-0.0184232893554523
"Mulloidichthys martinicus",1381.0525,"Mulloidichthys_martinicus_A_2","YES","Animalia","Chordata","Actinopteri","Mulliformes","Mullidae","Mulloidichthys",-0.0146474597820129
"Mulloidichthys mimicus",1460.8328,"Mulloidichthys_mimicus_A_2","NO","Animalia","Chordata","Actinopteri","Mulliformes","Mullidae","Mulloidichthys",-0.00757223742190498
"Mulloidichthys vanicolensis",1322.7488,"Mulloidichthys_vanicolensis_A_1","YES","Animalia","Chordata","Actinopteri","Mulliformes","Mullidae","Mulloidichthys",-0.0200815334038844
"Mullus argentinae",1324.1792,"Mullus_argentinae_A_1","YES","Animalia","Chordata","Actinopteri","Mulliformes","Mullidae","Mullus",-0.0199453725512544
"Mullus surmuletus",1333.6909,"Mullus_surmuletus_A_3","YES","Animalia","Chordata","Actinopteri","Mulliformes","Mullidae","Mullus",-0.0190436704261111
"Muraena argus",1328.9865,"Muraena_argus_A_2","YES","Animalia","Chordata","Actinopteri","Anguilliformes","Muraenidae","Muraena",-0.0194888374515717
"Muraena augusti",1302.8214,"Muraena_augusti_A_2","YES","Animalia","Chordata","Actinopteri","Anguilliformes","Muraenidae","Muraena",-0.0219939045823244
"Muraena clepsydra",1265.6404,"Muraena_clepsydra_A_1","NO","Animalia","Chordata","Actinopteri","Anguilliformes","Muraenidae","Muraena",-0.0256415712160808
"Muraena helena",1401.795,"Muraena_helena_A_1","NO","Animalia","Chordata","Actinopteri","Anguilliformes","Muraenidae","Muraena",-0.0127693690017385
"Muraena lentiginosa",1359.6732,"Muraena_lentiginosa_A_2","NO","Animalia","Chordata","Actinopteri","Anguilliformes","Muraenidae","Muraena",-0.0166129621207335
"Mycteroperca bonaci",1625.1187,"Mycteroperca_bonaci_A_1","YES","Animalia","Chordata","Actinopteri","Perciformes","Serranidae","Mycteroperca",0.00585413938116154
"Mycteroperca fusca",1560.5621,"Mycteroperca_fusca_A_3","NO","Animalia","Chordata","Actinopteri","Perciformes","Serranidae","Mycteroperca",0.000747505799755481
"Mycteroperca interstitialis",1339.4763,"Mycteroperca_interstitialis_A_2","NO","Animalia","Chordata","Actinopteri","Perciformes","Serranidae","Mycteroperca",-0.018498358755685
"Mycteroperca jordani",1411.233,"Mycteroperca_jordani_A_1","NO","Animalia","Chordata","Actinopteri","Perciformes","Serranidae","Mycteroperca",-0.0119240037465823
"Mycteroperca microlepis",1204.4402,"Mycteroperca_microlepis_A_1","NO","Animalia","Chordata","Actinopteri","Perciformes","Serranidae","Mycteroperca",-0.031885636787969
"Mycteroperca olfax",1344.7893,"Mycteroperca_olfax_A_2","YES","Animalia","Chordata","Actinopteri","Perciformes","Serranidae","Mycteroperca",-0.0179996445444856
"Mycteroperca rosacea",1374.4583,"Mycteroperca_rosacea_A_2","YES","Animalia","Chordata","Actinopteri","Perciformes","Serranidae","Mycteroperca",-0.0152504325146911
"Mycteroperca tigris",1372.6677,"Mycteroperca_tigris_A_1","YES","Animalia","Chordata","Actinopteri","Perciformes","Serranidae","Mycteroperca",-0.0154146641846678
"Mycteroperca venenosa",1465.3234,"Mycteroperca_venenosa_A_1","NO","Animalia","Chordata","Actinopteri","Perciformes","Serranidae","Mycteroperca",-0.00718556423816388
"Mycteroperca xenarcha",1330.177,"Mycteroperca_xenarcha_A_2","YES","Animalia","Chordata","Actinopteri","Perciformes","Serranidae","Mycteroperca",-0.0193760342997483
